,match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,match_ID
233,Afghanistan Vs England,England,5,Liam Livingstone,Not-Out,29,21,3,0,138.09,T20I # 1840
234,Afghanistan Vs England,England,6,Harry Brook,Out,7,6,0,0,116.66,T20I # 1840
235,Afghanistan Vs England,England,7,Moeen Ali,Not-Out,8,10,0,0,80.00,T20I # 1840
236,Ireland Vs Sri Lanka,Ireland,1,Paul Stirling,Out,34,25,4,1,136.00,T20I # 1841
237,Ireland Vs Sri Lanka,Ireland,2,Andy Balbirnie,Out,1,5,0,0,20.00,T20I # 1841
238,Ireland Vs Sri Lanka,Ireland,3,Lorcan Tucker,Out,10,11,1,0,90.90,T20I # 1841
239,Ireland Vs Sri Lanka,Ireland,4,Harry Tector,Out,45,42,2,1,107.14,T20I # 1841
240,Ireland Vs Sri Lanka,Ireland,5,Curtis Campher,Out,2,4,0,0,50.00,T20I # 1841
241,Ireland Vs Sri Lanka,Ireland,6,George Dockrell,Out,14,16,0,0,87.50,T20I # 1841
242,Ireland Vs Sri Lanka,Ireland,7,Gareth Delany,Out,9,6,1,0,150.00,T20I # 1841
243,Ireland Vs Sri Lanka,Ireland,8,Mark Adair,Out,0,1,0,0,0.00,T20I # 1841
244,Ireland Vs Sri Lanka,Ireland,9,Simi Singh,Not-Out,7,8,1,0,87.50,T20I # 1841
245,Ireland Vs Sri Lanka,Ireland,10,Barry McCarthy,Not-Out,2,2,0,0,100.00,T20I # 1841
246,Ireland Vs Sri Lanka,Sri Lanka,1,Kusal Mendis,Not-Out,68,43,5,3,158.13,T20I # 1841
247,Ireland Vs Sri Lanka,Sri Lanka,2,Dhananjaya de Silva,Out,31,25,2,1,124.00,T20I # 1841
248,Ireland Vs Sri Lanka,Sri Lanka,3,Charith Asalanka,Not-Out,31,22,2,0,140.90,T20I # 1841
249,Pakistan Vs India,Pakistan,1,Mohammad Rizwan,Out,4,12,1,0,33.33,T20I # 1842
250,Pakistan Vs India,Pakistan,2,Babar Azam,Out,0,1,0,0,0.00,T20I # 1842
251,Pakistan Vs India,Pakistan,3,Shan Masood,Not-Out,52,42,5,0,123.80,T20I # 1842
252,Pakistan Vs India,Pakistan,4,Iftikhar Ahmed,Out,51,34,2,4,150.00,T20I # 1842
253,Pakistan Vs India,Pakistan,5,Shadab Khan,Out,5,6,1,0,83.33,T20I # 1842
254,Pakistan Vs India,Pakistan,6,Haider Ali,Out,2,4,0,0,50.00,T20I # 1842
255,Pakistan Vs India,Pakistan,7,Mohammad Nawaz,Out,9,6,2,0,150.00,T20I # 1842
256,Pakistan Vs India,Pakistan,8,Asif Ali,Out,2,3,0,0,66.66,T20I # 1842
257,Pakistan Vs India,Pakistan,9,Shaheen Shah Afridi,Out,16,8,1,1,200.00,T20I # 1842
258,Pakistan Vs India,Pakistan,10,Haris Rauf,Not-Out,6,4,0,1,150.00,T20I # 1842
259,Pakistan Vs India,India,1,KL Rahul,Out,4,8,0,0,50.00,T20I # 1842
260,Pakistan Vs India,India,2,Rohit Sharma,Out,4,7,0,0,57.14,T20I # 1842
261,Pakistan Vs India,India,3,Virat Kohli,Not-Out,82,53,6,4,154.71,T20I # 1842
262,Pakistan Vs India,India,4,Suryakumar Yadav,Out,15,10,2,0,150.00,T20I # 1842
263,Pakistan Vs India,India,5,Axar Patel,Out,2,3,0,0,66.66,T20I # 1842
264,Pakistan Vs India,India,6,Hardik Pandya,Out,40,37,1,2,108.10,T20I # 1842
265,Pakistan Vs India,India,7,Dinesh Karthik,Out,1,2,0,0,50.00,T20I # 1842
266,Pakistan Vs India,India,8,Ravichandran Ashwin,Not-Out,1,1,0,0,100.00,T20I # 1842
267,Bangladesh Vs Netherlands,Bangladesh,1,Najmul Hossain Shanto,Out,25,20,4,0,125.00,T20I # 1843
268,Bangladesh Vs Netherlands,Bangladesh,2,Soumya Sarkar,Out,14,14,2,0,100.00,T20I # 1843
269,Bangladesh Vs Netherlands,Bangladesh,3,Litton Das,Out,9,11,0,0,81.81,T20I # 1843
270,Bangladesh Vs Netherlands,Bangladesh,4,Shakib Al Hasan,Out,7,9,0,0,77.77,T20I # 1843
271,Bangladesh Vs Netherlands,Bangladesh,5,Afif Hossain,Out,38,27,2,2,140.74,T20I # 1843
272,Bangladesh Vs Netherlands,Bangladesh,6,Yasir Ali,Out,3,5,0,0,60.00,T20I # 1843
273,Bangladesh Vs Netherlands,Bangladesh,7,Nurul Hasan,Out,13,18,0,0,72.22,T20I # 1843
274,Bangladesh Vs Netherlands,Bangladesh,8,Mosaddek Hossain,Not-Out,20,12,2,1,166.66,T20I # 1843
275,Bangladesh Vs Netherlands,Bangladesh,9,Taskin Ahmed,Out,0,1,0,0,0.00,T20I # 1843
276,Bangladesh Vs Netherlands,Bangladesh,10,Hasan Mahmud,Not-Out,0,3,0,0,0.00,T20I # 1843
277,Bangladesh Vs Netherlands,Netherlands,1,Vikramjit Singh,Out,0,1,0,0,0.00,T20I # 1843
278,Bangladesh Vs Netherlands,Netherlands,2,Max O'Dowd,Out,8,8,0,1,100.00,T20I # 1843
279,Bangladesh Vs Netherlands,Netherlands,3,Bas de Leede,Out,0,1,0,0,0.00,T20I # 1843
280,Bangladesh Vs Netherlands,Netherlands,4,Colin Ackermann,Out,62,48,6,2,129.16,T20I # 1843
281,Bangladesh Vs Netherlands,Netherlands,5,Tom Cooper,Out,0,0,0,0,-,T20I # 1843
282,Bangladesh Vs Netherlands,Netherlands,6,Scott Edwards,Out,16,24,1,0,66.66,T20I # 1843
283,Bangladesh Vs Netherlands,Netherlands,7,Tim Pringle,Out,1,6,0,0,16.66,T20I # 1843
284,Bangladesh Vs Netherlands,Netherlands,8,Logan van Beek,Out,2,5,0,0,40.00,T20I # 1843
285,Bangladesh Vs Netherlands,Netherlands,9,Shariz Ahmad,Out,9,8,1,0,112.50,T20I # 1843
286,Bangladesh Vs Netherlands,Netherlands,10,Fred Klaassen,Not-Out,7,6,0,0,116.66,T20I # 1843
287,Bangladesh Vs Netherlands,Netherlands,11,Paul van Meekeren,Out,24,14,3,1,171.42,T20I # 1843
288,Zimbabwe Vs South Africa,Zimbabwe,1,Regis Chakabva,Out,8,8,0,1,100.00,T20I # 1844
289,Zimbabwe Vs South Africa,Zimbabwe,2,Craig Ervine,Out,2,6,0,0,33.33,T20I # 1844
290,Zimbabwe Vs South Africa,Zimbabwe,3,Sean Williams,Out,1,1,0,0,100.00,T20I # 1844
291,Zimbabwe Vs South Africa,Zimbabwe,4,Sikandar Raza,Out,0,2,0,0,0.00,T20I # 1844
292,Zimbabwe Vs South Africa,Zimbabwe,5,Wessly Madhevere,Not-Out,35,18,4,1,194.44,T20I # 1844
293,Zimbabwe Vs South Africa,Zimbabwe,6,Milton Shumba,Out,18,20,2,0,90.00,T20I # 1844
294,Zimbabwe Vs South Africa,South Africa,1,Quinton de Kock,Not-Out,47,18,8,1,261.11,T20I # 1844
295,Zimbabwe Vs South Africa,South Africa,2,Temba Bavuma,Not-Out,2,2,0,0,100.00,T20I # 1844
296,Sri Lanka Vs Australia,Sri Lanka,1,Pathum Nissanka,Out,40,45,2,0,88.88,T20I # 1845
297,Sri Lanka Vs Australia,Sri Lanka,2,Kusal Mendis,Out,5,6,1,0,83.33,T20I # 1845
298,Sri Lanka Vs Australia,Sri Lanka,3,Dhananjaya de Silva,Out,26,23,3,0,113.04,T20I # 1845
299,Sri Lanka Vs Australia,Sri Lanka,4,Charith Asalanka,Not-Out,38,25,3,2,152.00,T20I # 1845
300,Sri Lanka Vs Australia,Sri Lanka,5,Bhanuka Rajapaksa,Out,7,5,1,0,140.00,T20I # 1845
301,Sri Lanka Vs Australia,Sri Lanka,6,Dasun Shanaka,Out,3,5,0,0,60.00,T20I # 1845
302,Sri Lanka Vs Australia,Sri Lanka,7,Wanindu Hasaranga de Silva,Out,1,4,0,0,25.00,T20I # 1845
303,Sri Lanka Vs Australia,Sri Lanka,8,Chamika Karunaratne,Not-Out,14,7,2,0,200.00,T20I # 1845
304,Sri Lanka Vs Australia,Australia,1,David Warner,Out,11,10,0,0,110.00,T20I # 1845
305,Sri Lanka Vs Australia,Australia,2,Aaron Finch,Not-Out,31,42,0,1,73.80,T20I # 1845
306,Sri Lanka Vs Australia,Australia,3,Mitchell Marsh,Out,17,17,1,1,100.00,T20I # 1845
307,Sri Lanka Vs Australia,Australia,4,Glenn Maxwell,Out,23,12,2,2,191.66,T20I # 1845
308,Sri Lanka Vs Australia,Australia,5,Marcus Stoinis,Not-Out,59,18,4,6,327.77,T20I # 1845
309,Ireland Vs England,Ireland,1,Paul Stirling,Out,14,8,1,1,175.00,T20I # 1846
310,Ireland Vs England,Ireland,2,Andy Balbirnie,Out,62,47,5,2,131.91,T20I # 1846
311,Ireland Vs England,Ireland,3,Lorcan Tucker,Out,34,27,3,1,125.92,T20I # 1846
312,Ireland Vs England,Ireland,4,Harry Tector,Out,0,2,0,0,0.00,T20I # 1846
313,Ireland Vs England,Ireland,5,Curtis Campher,Out,18,11,3,0,163.63,T20I # 1846
314,Ireland Vs England,Ireland,6,George Dockrell,Out,0,1,0,0,0.00,T20I # 1846
315,Ireland Vs England,Ireland,7,Gareth Delany,Not-Out,12,10,1,0,120.00,T20I # 1846
316,Ireland Vs England,Ireland,8,Mark Adair,Out,4,4,0,0,100.00,T20I # 1846
317,Ireland Vs England,Ireland,9,Barry McCarthy,Out,3,3,0,0,100.00,T20I # 1846
318,Ireland Vs England,Ireland,10,Fionn Hand,Out,1,2,0,0,50.00,T20I # 1846
319,Ireland Vs England,Ireland,11,Josh Little,Out,0,1,0,0,0.00,T20I # 1846
320,Ireland Vs England,England,1,Jos Buttler,Out,0,2,0,0,0.00,T20I # 1846
321,Ireland Vs England,England,2,Alex Hales,Out,7,5,1,0,140.00,T20I # 1846
322,Ireland Vs England,England,3,Dawid Malan,Out,35,37,2,0,94.59,T20I # 1846
323,Ireland Vs England,England,4,Ben Stokes,Out,6,8,0,0,75.00,T20I # 1846
324,Ireland Vs England,England,5,Harry Brook,Out,18,21,1,0,85.71,T20I # 1846
325,Ireland Vs England,England,6,Moeen Ali,Not-Out,24,12,3,1,200.00,T20I # 1846
326,Ireland Vs England,England,7,Liam Livingstone,Not-Out,1,2,0,0,50.00,T20I # 1846
327,South Africa Vs Bangladesh,South Africa,1,Temba Bavuma,Out,2,6,0,0,33.33,T20I # 1847
328,South Africa Vs Bangladesh,South Africa,2,Quinton de Kock,Out,63,38,7,3,165.78,T20I # 1847
329,South Africa Vs Bangladesh,South Africa,3,Rilee Rossouw,Out,109,56,7,8,194.64,T20I # 1847
330,South Africa Vs Bangladesh,South Africa,4,Tristan Stubbs,Out,7,7,1,0,100.00,T20I # 1847
331,South Africa Vs Bangladesh,South Africa,5,Aiden Markram,Out,10,11,1,0,90.90,T20I # 1847
332,South Africa Vs Bangladesh,South Africa,6,David Miller,Not-Out,2,4,0,0,50.00,T20I # 1847
333,South Africa Vs Bangladesh,South Africa,7,Wayne Parnell,Not-Out,0,2,0,0,0.00,T20I # 1847
334,South Africa Vs Bangladesh,Bangladesh,1,Najmul Hossain Shanto,Out,9,9,1,0,100.00,T20I # 1847
335,South Africa Vs Bangladesh,Bangladesh,2,Soumya Sarkar,Out,15,6,0,2,250.00,T20I # 1847
336,South Africa Vs Bangladesh,Bangladesh,3,Litton Das,Out,34,31,1,1,109.67,T20I # 1847
337,South Africa Vs Bangladesh,Bangladesh,4,Shakib Al Hasan,Out,1,4,0,0,25.00,T20I # 1847
338,South Africa Vs Bangladesh,Bangladesh,5,Afif Hossain,Out,1,5,0,0,20.00,T20I # 1847
339,South Africa Vs Bangladesh,Bangladesh,6,Mehidy Hasan Miraz,Out,11,13,0,0,84.61,T20I # 1847
340,South Africa Vs Bangladesh,Bangladesh,7,Mosaddek Hossain,Out,0,3,0,0,0.00,T20I # 1847
341,South Africa Vs Bangladesh,Bangladesh,8,Nurul Hasan,Out,2,6,0,0,33.33,T20I # 1847
342,South Africa Vs Bangladesh,Bangladesh,9,Taskin Ahmed,Out,10,17,1,0,58.82,T20I # 1847
343,South Africa Vs Bangladesh,Bangladesh,10,Hasan Mahmud,Out,0,2,0,0,0.00,T20I # 1847
344,South Africa Vs Bangladesh,Bangladesh,11,Mustafizur Rahman,Not-Out,9,3,0,1,300.00,T20I # 1847
345,India Vs Netherlands,India,1,KL Rahul,Out,9,12,1,0,75.00,T20I # 1848
346,India Vs Netherlands,India,2,Rohit Sharma,Out,53,39,4,3,135.89,T20I # 1848
347,India Vs Netherlands,India,3,Virat Kohli,Not-Out,62,44,3,2,140.90,T20I # 1848
348,India Vs Netherlands,India,4,Suryakumar Yadav,Not-Out,51,25,7,1,204.00,T20I # 1848
349,India Vs Netherlands,Netherlands,1,Vikramjit Singh,Out,1,9,0,0,11.11,T20I # 1848
350,India Vs Netherlands,Netherlands,2,Max O'Dowd,Out,16,10,3,0,160.00,T20I # 1848
351,India Vs Netherlands,Netherlands,3,Bas de Leede,Out,16,23,0,0,69.56,T20I # 1848
352,India Vs Netherlands,Netherlands,4,Colin Ackermann,Out,17,21,1,0,80.95,T20I # 1848
353,India Vs Netherlands,Netherlands,5,Tom Cooper,Out,9,12,0,0,75.00,T20I # 1848
354,India Vs Netherlands,Netherlands,6,Scott Edwards,Out,5,8,0,0,62.50,T20I # 1848
355,India Vs Netherlands,Netherlands,7,Tim Pringle,Out,20,15,1,1,133.33,T20I # 1848
356,India Vs Netherlands,Netherlands,8,Logan van Beek,Out,3,5,0,0,60.00,T20I # 1848
357,India Vs Netherlands,Netherlands,9,Shariz Ahmad,Not-Out,16,11,2,0,145.45,T20I # 1848
358,India Vs Netherlands,Netherlands,10,Fred Klaassen,Out,0,1,0,0,0.00,T20I # 1848
359,India Vs Netherlands,Netherlands,11,Paul van Meekeren,Not-Out,14,6,3,0,233.33,T20I # 1848
360,Zimbabwe Vs Pakistan,Zimbabwe,1,Wessly Madhevere,Out,17,13,3,0,130.76,T20I # 1849
361,Zimbabwe Vs Pakistan,Zimbabwe,2,Craig Ervine,Out,19,19,2,0,100.00,T20I # 1849
362,Zimbabwe Vs Pakistan,Zimbabwe,3,Milton Shumba,Out,8,10,1,0,80.00,T20I # 1849
363,Zimbabwe Vs Pakistan,Zimbabwe,4,Sean Williams,Out,31,28,3,0,110.71,T20I # 1849
364,Zimbabwe Vs Pakistan,Zimbabwe,5,Sikandar Raza,Out,9,16,1,0,56.25,T20I # 1849
365,Zimbabwe Vs Pakistan,Zimbabwe,6,Regis Chakabva,Out,0,1,0,0,0.00,T20I # 1849
366,Zimbabwe Vs Pakistan,Zimbabwe,7,Ryan Burl,Not-Out,10,15,0,0,66.66,T20I # 1849
367,Zimbabwe Vs Pakistan,Zimbabwe,8,Luke Jongwe,Out,0,1,0,0,0.00,T20I # 1849
368,Zimbabwe Vs Pakistan,Zimbabwe,9,Brad Evans,Out,19,15,0,1,126.66,T20I # 1849
369,Zimbabwe Vs Pakistan,Zimbabwe,10,Richard Ngarava,Not-Out,3,2,0,0,150.00,T20I # 1849
370,Zimbabwe Vs Pakistan,Pakistan,1,Mohammad Rizwan,Out,14,16,1,1,87.50,T20I # 1849
371,Zimbabwe Vs Pakistan,Pakistan,2,Babar Azam,Out,4,9,1,0,44.44,T20I # 1849
372,Zimbabwe Vs Pakistan,Pakistan,3,Shan Masood,Out,44,38,3,0,115.78,T20I # 1849
373,Zimbabwe Vs Pakistan,Pakistan,4,Iftikhar Ahmed,Out,5,10,1,0,50.00,T20I # 1849
374,Zimbabwe Vs Pakistan,Pakistan,5,Shadab Khan,Out,17,14,0,1,121.42,T20I # 1849
375,Zimbabwe Vs Pakistan,Pakistan,6,Haider Ali,Out,0,1,0,0,0.00,T20I # 1849
376,Zimbabwe Vs Pakistan,Pakistan,7,Mohammad Nawaz,Out,22,18,1,1,122.22,T20I # 1849
377,Zimbabwe Vs Pakistan,Pakistan,8,Mohammad Wasim,Not-Out,12,13,2,0,92.30,T20I # 1849
378,Zimbabwe Vs Pakistan,Pakistan,9,Shaheen Shah Afridi,Out,1,1,0,0,100.00,T20I # 1849
379,New Zealand Vs Sri Lanka,New Zealand,1,Finn Allen,Out,1,3,0,0,33.33,T20I # 1850
380,New Zealand Vs Sri Lanka,New Zealand,2,Devon Conway,Out,1,4,0,0,25.00,T20I # 1850
381,New Zealand Vs Sri Lanka,New Zealand,3,Kane Williamson,Out,8,13,1,0,61.53,T20I # 1850
382,New Zealand Vs Sri Lanka,New Zealand,4,Glenn Phillips,Out,104,64,10,4,162.50,T20I # 1850
383,New Zealand Vs Sri Lanka,New Zealand,5,Daryl Mitchell,Out,22,24,0,0,91.66,T20I # 1850
384,New Zealand Vs Sri Lanka,New Zealand,6,James Neesham,Out,5,8,0,0,62.50,T20I # 1850
385,New Zealand Vs Sri Lanka,New Zealand,7,Mitchell Santner,Not-Out,11,5,0,1,220.00,T20I # 1850
386,New Zealand Vs Sri Lanka,New Zealand,8,Ish Sodhi,Out,1,1,0,0,100.00,T20I # 1850
387,New Zealand Vs Sri Lanka,New Zealand,9,Tim Southee,Not-Out,4,1,1,0,400.00,T20I # 1850
388,New Zealand Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,Out,0,5,0,0,0.00,T20I # 1850
389,New Zealand Vs Sri Lanka,Sri Lanka,2,Kusal Mendis,Out,4,3,1,0,133.33,T20I # 1850
390,New Zealand Vs Sri Lanka,Sri Lanka,3,Dhananjaya de Silva,Out,0,3,0,0,0.00,T20I # 1850
391,New Zealand Vs Sri Lanka,Sri Lanka,4,Charith Asalanka,Out,4,8,0,0,50.00,T20I # 1850
392,New Zealand Vs Sri Lanka,Sri Lanka,5,Bhanuka Rajapaksa,Out,34,22,3,2,154.54,T20I # 1850
393,New Zealand Vs Sri Lanka,Sri Lanka,6,Chamika Karunaratne,Out,3,8,0,0,37.50,T20I # 1850
394,New Zealand Vs Sri Lanka,Sri Lanka,7,Dasun Shanaka,Out,35,32,4,1,109.37,T20I # 1850
395,New Zealand Vs Sri Lanka,Sri Lanka,8,Wanindu Hasaranga de Silva,Out,4,6,1,0,66.66,T20I # 1850
396,New Zealand Vs Sri Lanka,Sri Lanka,9,Maheesh Theekshana,Out,0,3,0,0,0.00,T20I # 1850
397,New Zealand Vs Sri Lanka,Sri Lanka,10,Kasun Rajitha,Not-Out,8,21,0,0,38.09,T20I # 1850
398,New Zealand Vs Sri Lanka,Sri Lanka,11,Lahiru Kumara,Out,4,5,1,0,80.00,T20I # 1850
399,Bangladesh Vs Zimbabwe,Bangladesh,1,Najmul Hossain Shanto,Out,71,55,7,1,129.09,T20I # 1851
400,Bangladesh Vs Zimbabwe,Bangladesh,2,Soumya Sarkar,Out,0,2,0,0,0.00,T20I # 1851
401,Bangladesh Vs Zimbabwe,Bangladesh,3,Litton Das,Out,14,12,3,0,116.66,T20I # 1851
402,Bangladesh Vs Zimbabwe,Bangladesh,4,Shakib Al Hasan,Out,23,20,1,0,115.00,T20I # 1851
403,Bangladesh Vs Zimbabwe,Bangladesh,5,Afif Hossain,Out,29,19,1,1,152.63,T20I # 1851
404,Bangladesh Vs Zimbabwe,Bangladesh,6,Mosaddek Hossain,Out,7,10,0,0,70.00,T20I # 1851
405,Bangladesh Vs Zimbabwe,Bangladesh,7,Nurul Hasan,Out,1,1,0,0,100.00,T20I # 1851
406,Bangladesh Vs Zimbabwe,Bangladesh,8,Yasir Ali,Not-Out,1,1,0,0,100.00,T20I # 1851
407,Bangladesh Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,Out,4,3,1,0,133.33,T20I # 1851
408,Bangladesh Vs Zimbabwe,Zimbabwe,2,Craig Ervine,Out,8,7,2,0,114.28,T20I # 1851
409,Bangladesh Vs Zimbabwe,Zimbabwe,3,Milton Shumba,Out,8,15,1,0,53.33,T20I # 1851
410,Bangladesh Vs Zimbabwe,Zimbabwe,4,Sean Williams,Out,64,42,8,0,152.38,T20I # 1851
411,Bangladesh Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,Out,0,3,0,0,0.00,T20I # 1851
412,Bangladesh Vs Zimbabwe,Zimbabwe,6,Regis Chakabva,Out,15,19,0,0,78.94,T20I # 1851
413,Bangladesh Vs Zimbabwe,Zimbabwe,7,Ryan Burl,Not-Out,27,25,2,1,108.00,T20I # 1851
414,Bangladesh Vs Zimbabwe,Zimbabwe,8,Brad Evans,Out,2,2,0,0,100.00,T20I # 1851
415,Bangladesh Vs Zimbabwe,Zimbabwe,9,Richard Ngarava,Out,6,3,0,1,200.00,T20I # 1851
416,Bangladesh Vs Zimbabwe,Zimbabwe,10,Blessing Muzarabani,Not-Out,0,2,0,0,0.00,T20I # 1851
417,Netherlands Vs Pakistan,Netherlands,1,Stephan Myburgh,Out,6,11,1,0,54.54,T20I # 1852
418,Netherlands Vs Pakistan,Netherlands,2,Max O'Dowd,Out,8,13,0,0,61.53,T20I # 1852
419,Netherlands Vs Pakistan,Netherlands,3,Bas de Leede,Not-Out,6,16,1,0,37.50,T20I # 1852
420,Netherlands Vs Pakistan,Netherlands,4,Tom Cooper,Out,1,2,0,0,50.00,T20I # 1852
421,Netherlands Vs Pakistan,Netherlands,5,Colin Ackermann,Out,27,27,2,0,100.00,T20I # 1852
422,Netherlands Vs Pakistan,Netherlands,6,Scott Edwards,Out,15,20,1,0,75.00,T20I # 1852
423,Netherlands Vs Pakistan,Netherlands,7,Roelof van der Merwe,Out,5,6,0,0,83.33,T20I # 1852
424,Netherlands Vs Pakistan,Netherlands,8,Tim Pringle,Out,5,8,0,0,62.50,T20I # 1852
425,Netherlands Vs Pakistan,Netherlands,9,Logan van Beek,Not-Out,6,9,0,0,66.66,T20I # 1852
426,Netherlands Vs Pakistan,Netherlands,10,Fred Klaassen,Out,0,1,0,0,0.00,T20I # 1852
427,Netherlands Vs Pakistan,Netherlands,11,Paul van Meekeren,Out,7,7,0,0,100.00,T20I # 1852
428,Netherlands Vs Pakistan,Pakistan,1,Mohammad Rizwan,Out,49,39,5,0,125.64,T20I # 1852
429,Netherlands Vs Pakistan,Pakistan,2,Babar Azam,Out,4,5,1,0,80.00,T20I # 1852
430,Netherlands Vs Pakistan,Pakistan,3,Fakhar Zaman,Out,20,16,3,0,125.00,T20I # 1852
431,Netherlands Vs Pakistan,Pakistan,4,Shan Masood,Out,12,16,0,0,75.00,T20I # 1852
432,Netherlands Vs Pakistan,Pakistan,5,Iftikhar Ahmed,Not-Out,6,5,0,0,120.00,T20I # 1852
433,Netherlands Vs Pakistan,Pakistan,6,Shadab Khan,Not-Out,4,2,1,0,200.00,T20I # 1852
434,India Vs South Africa,India,1,KL Rahul,Out,9,14,0,1,64.28,T20I # 1853
435,India Vs South Africa,India,2,Rohit Sharma,Out,15,14,1,1,107.14,T20I # 1853
436,India Vs South Africa,India,3,Virat Kohli,Out,12,11,2,0,109.09,T20I # 1853
437,India Vs South Africa,India,4,Suryakumar Yadav,Out,68,40,6,3,170.00,T20I # 1853
438,India Vs South Africa,India,5,Deepak Hooda,Out,0,3,0,0,0.00,T20I # 1853
439,India Vs South Africa,India,6,Hardik Pandya,Out,2,3,0,0,66.66,T20I # 1853
440,India Vs South Africa,India,7,Dinesh Karthik,Out,6,15,0,0,40.00,T20I # 1853
441,India Vs South Africa,India,8,Ravichandran Ashwin,Out,7,11,0,0,63.63,T20I # 1853
442,India Vs South Africa,India,9,Bhuvneshwar Kumar,Not-Out,4,6,0,0,66.66,T20I # 1853
443,India Vs South Africa,India,10,Mohammed Shami,Out,0,2,0,0,0.00,T20I # 1853
444,India Vs South Africa,India,11,Arshdeep Singh,Not-Out,2,1,0,0,200.00,T20I # 1853
445,India Vs South Africa,South Africa,1,Quinton de Kock,Out,1,3,0,0,33.33,T20I # 1853
446,India Vs South Africa,South Africa,2,Temba Bavuma,Out,10,15,0,1,66.66,T20I # 1853
447,India Vs South Africa,South Africa,3,Rilee Rossouw,Out,0,2,0,0,0.00,T20I # 1853
448,India Vs South Africa,South Africa,4,Aiden Markram,Out,52,41,6,1,126.82,T20I # 1853
449,India Vs South Africa,South Africa,5,David Miller,Not-Out,59,46,4,3,128.26,T20I # 1853
450,India Vs South Africa,South Africa,6,Tristan Stubbs,Out,6,6,1,0,100.00,T20I # 1853
451,India Vs South Africa,South Africa,7,Wayne Parnell,Not-Out,2,5,0,0,40.00,T20I # 1853
452,Australia Vs Ireland,Australia,1,David Warner,Out,3,7,0,0,42.85,T20I # 1855
453,Australia Vs Ireland,Australia,2,Aaron Finch,Out,63,44,5,3,143.18,T20I # 1855
454,Australia Vs Ireland,Australia,3,Mitchell Marsh,Out,28,22,2,2,127.27,T20I # 1855
455,Australia Vs Ireland,Australia,4,Glenn Maxwell,Out,13,9,0,1,144.44,T20I # 1855
456,Australia Vs Ireland,Australia,5,Marcus Stoinis,Out,35,25,3,1,140.00,T20I # 1855
457,Australia Vs Ireland,Australia,6,Tim David,Not-Out,15,10,2,0,150.00,T20I # 1855
458,Australia Vs Ireland,Australia,7,Matthew Wade,Not-Out,7,3,1,0,233.33,T20I # 1855
459,Australia Vs Ireland,Ireland,1,Paul Stirling,Out,11,7,1,1,157.14,T20I # 1855
460,Australia Vs Ireland,Ireland,2,Andy Balbirnie,Out,6,7,0,1,85.71,T20I # 1855
461,Australia Vs Ireland,Ireland,3,Lorcan Tucker,Not-Out,71,48,9,1,147.91,T20I # 1855
462,Australia Vs Ireland,Ireland,4,Harry Tector,Out,6,4,1,0,150.00,T20I # 1855
463,Australia Vs Ireland,Ireland,5,Curtis Campher,Out,0,1,0,0,0.00,T20I # 1855
464,Australia Vs Ireland,Ireland,6,George Dockrell,Out,0,4,0,0,0.00,T20I # 1855
465,Australia Vs Ireland,Ireland,7,Gareth Delany,Out,14,10,2,0,140.00,T20I # 1855
